application_id,application_date,device_type,device_age_years,device_msrp,lease_term_months,monthly_payment,residual_value,credit_tier,credit_score,monthly_income,employment_type,existing_monthly_debt,dti_ratio,credit_utilization,prior_leases_completed,prior_defaults,region,defaulted
APP-00103,8/31/2024,samsung galaxy s23,,849,12 months,56.03,543.36,good,742,4163,Self Employed,994,0.252,0.2,5,0,SOUTHEAST,0
APP-01983,7/5/2024,MAC Book Air,2,1299,12,70.15,665.09,EXCELLENT,827,2719,PART_TIME,330,,,4,0,W,0
APP-00636,4/3/2024,iPhone13,2,599,24,16.17,245.35,Excellent,750,3014,PART_TIME,531,0.182,0.2,2,0,Northeast,0
APP-01230,8/6/2024,MS Surface Pro,2,1599,36,,523.96,FAIR,601,6906,self_employed,2336,0.345,0.29,0,1,SOUTHWEST,1
APP-00351,1/6/2024,Samsung Galaxy S22,2,649,36,14.28,212.66,Good,725,2985,SELF_EMPLOYED,891,0.303,0.83,2,0,Northeast,0
APP-00566,7/10/2024,DELL XPS13,3,1199,24,48.56,392.89,Fair,651,9979,Self Employed,3641,0.37,0.53,0,1,Southeast,0
APP-01696,9/15/2024,MAC Book Air,2,1299,24,52.61,532.07,fair,599,4888,self_employed,1671,0.353,0.47,4,1,Southwest,1
APP-01486,11/14/2024,Microsoft Surface Pro,2,1599,36,35.18,523.96,Good,745,6793,Full Time,1074,0.163,0.25,0,0,Southwest,0
APP-00483,12/14/2024,Galaxy S22,2,649,24,17.52,265.83,excellent,792,,UNEMPLOYED,,,0.13,0,0,mid west,0
APP-00562,2/6/2024,iPhone 14,1,799,24,26.37,409.09,good,723,505,student,14,0.08,0.26,2,0,SOUTHWEST,0
APP-01746,2/4/2024,Macbook Air,2,1299,12,85.73,,Good,700,577,UNEMPLOYED,162,0.429,0.28,0,0,Southeast,0
APP-01629,4/27/2024,Samsung Galaxy S23,1,849,12,56.03,543.36,good,680,4347,Full Time,1230,N/A,0.28,2,0,NORTHEAST,0
APP-00671,12/14/2024,Surface Pro,2,1599,12,86.35,818.69,Excellent,844,1815,STUDENT,83,0.093,0.24,2,0,Northeast,0
APP-01369,3/5/2024,samsung galaxy s23,1,849,24,28.02,434.69,GOOD,732,77,Unemployed,11,0.507,0.93,1,0,south west,0
APP-01080,7/19/2024,Macbook Air,2,1299,36,28.58,425.66,Good,0,2496,part_time,,,0.37,2,0,NORTHEAST,0
APP-01205,12/9/2024,Samsung Galaxy S22,2,649,12 months,64.25,332.29,bad,371,99,UNEMPLOYED,33,0.982,0.86,5,1,Midwest,1
APP-01833,7/16/2024,Galaxy S23,1,849,12 months,56.03,543.36,GOOD,744,7874,self_employed,1769,0.232,0.82,1,0,midwest,0
APP-00963,2/3/2024,iPhone 13,2,599,24,,,Excellent,844,1898,student,171,0.099,0.11,5,0,SOUTHWEST,0
APP-01683,10/24/2024,IPAD PRO,1,1099,12,59.35,703.36,EXCELLENT,762,,Part Time,,,0.32,2,0,SW,0
APP-00011,12/8/2024,Galaxy S23,1,849,24,42.03,434.69,poor,457,1421,Part Time,416,0.322,0.64,0,1,south east,0
APP-01575,4/15/2024,IPAD PRO,1,1099,12,72.53,703.36,good,724,8932,SELF_EMPLOYED,2646,0.304,0.14,4,0,Southwest,0
APP-00957,9/9/2024,IPHONE 14,1,799,24,39.55,409.09,POOR,344,2904,PART_TIME,980,0.351,0.63,2,0,MIDWEST,1
APP-00439,7/10/2024,IPAD PRO,1,1099,36 months,36.27,450.15,low,371,6446,SELF_EMPLOYED,837,0.135,0.84,5,1,NE,1
APP-00397,7/25/2024,Dell XPS-13,3,1199,12 months,79.13,491.11,good,748,11679,full_time,1320,0.12,0.59,,0,Southeast,0
APP-00265,7/5/2024,DELL XPS13,3,1199,24,39.57,392.89,GOOD,,6851,SELF_EMPLOYED,475,0.075,0.33,2,0,Midwest,0
APP-01315,8/13/2024,microsoft surface pro,2,1599,36 months,52.77,523.96,bad,562,569,unemployed,8,0.107,0.66,5,0,midwest,1
APP-01657,1/1/2024,MacBook Air,2,1299,36,23.38,,EXCELLENT,845,0,Student,,,0.14,3,,northeast,0
APP-00442,5/19/2024,DELL XPS13,3,1199,12,79.13,,gd,748,2025,self_employed,315,0.195,0.81,0,0,Midwest,0
APP-00100,3/28/2024,macbook air,2,1299,36,28.58,425.66,gd,740,3945,Self Employed,804,0.211,0.19,2,0,Northeast,0
APP-00711,11/24/2024,Samsung Galaxy S22,2,649,36,14.28,212.66,good,716,169,Unemployed,61,0.445,0.14,0,0,NE,0
APP-01528,11/21/2024,Samsung Galaxy S22,2,649,24,26.28,265.83,Fair,607,3145,Part Time,850,0.279,0.65,1,0,WEST,0
APP-00028,7/13/2024,iPhone 14,1,799,24,26.37,409.09,GOOD,682,1979,student,670,0.352,0.75,3,0,south east,0
APP-01870,10/26/2024,MacBook Air,2,1299,12,70.15,665.09,Excellent,752,7363,self_employed,1917,0.27,0.31,5,0,Midwest,0
APP-01651,9/3/2024,Samsung Galaxy S23,1,849,24,,434.69,bad,,2855,parttime,1028,0.375,0.69,5,2,Southeast,0
APP-00704,10/21/2024,Galaxy S23,1,849,36,18.68,347.75,gd,737,11956,FULL_TIME,2376,0.2,0.4,5,0,midwest,0
APP-00202,4/13/2024,Dell XPS-13,3,1199,12,118.7,491.11,Poor,-999,1786,student,30,0.083,0.82,2,3,West,1
APP-01165,8/12/2024,Dell XPS-13,3,1199,24,39.57,392.89,good,722,1666,student,24,0.038,0.54,3,0,Northeast,0
APP-01127,1/5/2024,iPhone14,1,799,12,64.72,,Fair,629,1049,Part Time,178,0.231,0.71,5,1,West,0
APP-00942,6/1/2024,iPad Pro,1,1099,36,36.27,450.15,bad,425,2889,Part Time,1009,0.362,,0,3,NORTHEAST,1
APP-00519,12/9/2024,iPhone14,1,799,24,32.36,409.09,FAIR,642,N/A,part_time,,,0.82,3,1,West,0
APP-01721,9/3/2024,IPAD PRO,1,1099,12,89.02,703.36,average,-999,28,Unemployed,1,3.215,,0,1,Southwest,1
APP-00543,12/15/2024,iPhone 14,1,799,24,32.36,409.09,Fair,635,386,unemployed,145,0.459,0.4,4,0,Southwest,0
APP-00623,2/21/2024,IPAD PRO,1,1099,24,29.67,562.69,Excellent,846,5474,fulltime,1047,0.197,0.1,2,0,SOUTHEAST,0
APP-00238,1/13/2024,microsoft surface pro,2,1599,36,52.77,523.96,low,322,1419,STUDENT,401,0.32,0.56,1,3,West,0
APP-00316,2/3/2024,IPAD PRO,1,1099,36 months,29.67,450.15,fair,654,10455,fulltime,2842,0.275,0.5,4,1,northeast,1
APP-00548,6/16/2024,iphone 13,2,599,36,16.17,196.28,average,590,1218,parttime,69,-999,0.78,3,,southwest,0
APP-00029,10/25/2024,ipad pro,1,1099,36,,450.15,gd,682,2376,self_employed,57,0.034,0.18,1,0,MIDWEST,0
APP-01455,6/20/2024,Samsung Galaxy S23,1,849,24,42.03,434.69,Poor,451,1560,Student,383,0.272,0.95,4,0,Southeast,0
APP-01817,12/19/2024,iPhone 14,1,799,-1,39.55,409.09,bad,453,141,Unemployed,56,0.678,0.6,1,3,midwest,1
APP-01012,1/27/2024,Dell XPS 13,3,1199,36,21.58,314.31,EXCELLENT,848,981,unemployed,338,0.367,0.28,5,0,Midwest,0
APP-01058,2/21/2024,Apple iPhone 14,1,0,36,14.38,327.27,excellent,799,2219,parttime,128,0.064,0.16,1,0,Southeast,1
APP-00262,12/4/2024,macbook air,2,1299,24,,532.07,FAIR,665,8604,Self Employed,1871,0.224,0.8,4,0,Southwest,0
APP-01998,10/31/2024,MacBook Air,2,1299,24,42.87,532.07,Good,676,729,Unemployed,160,0.278,0.73,3,0,West,0
APP-01862,6/8/2024,iphone 14,1,799,24,21.57,409.09,excellent,771,10360,Full Time,230,0.024,0.16,3,0,WEST,0
APP-01658,2/8/2024,Dell XPS 13,3,1199,36,39.57,314.31,bad,559,1264,PART_TIME,175,0.17,0.92,2,0,SOUTHEAST,1
APP-01877,12/24/2024,dell xps 13,3,1199,36,32.37,314.31,average,615,7369,Self Employed,2239,0.308,0.2,,1,Midwest,0
APP-01197,8/31/2024,MAC Book Air,2,1299,36,28.58,425.66,gd,710,1531,student,122,0.098,0.52,2,0,SOUTHWEST,0
APP-01992,2/29/2024,ipad pro,,1099,24,36.27,562.69,Good,672,6602,self_employed,589,0.095,0.61,0,0,,0
APP-00816,1/2/2024,microsoft surface pro,2,1599,36,28.78,,exc,843,801,STUDENT,8,0.046,0.15,4,0,NORTHEAST,0
APP-00026,9/4/2024,MS Surface Pro,2,1599,36,52.77,523.96,Poor,436,1492,STUDENT,245,0.2,0.71,0,0,southeast,1
APP-01153,10/26/2024,Galaxy S22,2,649,12,35.05,,Excellent,796,833,Unemployed,122,0.189,0.06,5,0,southeast,0
APP-01619,10/20/2024,MAC Book Air,2,1299,24 months,35.07,532.07,exc,770,556,unemployed,204,0.43,0.21,4,0,Midwest,0
APP-01124,7/8/2024,Dell XPS-13,3,1199,24,32.37,392.89,EXCELLENT,845,7548,Self Employed,1725,0.233,0.34,5,0,west,0
APP-00681,11/2/2024,Samsung Galaxy S22,2,-999,36,14.28,,gd,721,1751,Student,,,0.28,2,0,NORTHEAST,0
APP-01894,9/21/2024,MS Surface Pro,2,1599,36 months,35.18,523.96,good,739,7190,full_time,,,0.23,0,0,SOUTHWEST,0
APP-01345,7/23/2024,Apple iPhone 14,1,799,24,21.57,409.09,Excellent,793,134,Unemployed,3,0.183,0.18,5,0,west,0
APP-01852,2/26/2024,Galaxy S23,1,849,12,68.77,543.36,fair,592,3425,part_time,523,0,0.32,4,0,Southwest,0
APP-01489,8/8/2024,iphone 13,2,599,36 months,10.78,196.28,Excellent,750,10975,Full Time,,,0.23,3,0,Midwest,0
APP-00391,12/29/2024,Microsoft Surface Pro,2,1599,24 months,52.77,654.95,Good,745,1742,STUDENT,384,0.251,,5,0,northeast,0
APP-00287,2/23/2024,iphone 13,2,599,12 months,59.3,306.69,poor,414,121,Unemployed,5,0.531,0.76,5,3,,1
APP-00556,4/4/2024,Macbook Air,2,1299,24,42.87,532.07,good,720,0,PART_TIME,,,0.12,2,0,West,0
APP-01897,10/22/2024,macbook air,2,1299,12,105.22,665.09,Fair,656,8979,Full Time,3249,0.374,0.78,0,1,MIDWEST,0
APP-00247,10/22/2024,iPhone 14,1,799,12,79.1,511.36,Poor,503,1957,parttime,565,0.329,0.87,5,1,Southwest,1
APP-00035,2/11/2024,dell xps 13,3,1199,24,32.37,392.89,exc,807,953,STUDENT,22,0.057,0.14,3,,Midwest,0
APP-01543,7/8/2024,iPhone13,2,599,12,59.3,306.69,Poor,339,1666,Student,245,0.183,0.75,2,1,North East,0
APP-00610,1/20/2024,iPad Pro,1,1099,36 months,19.78,450.15,excellent,795,204,Unemployed,77,0.474,0.21,1,0,NORTHEAST,0
APP-00844,2/26/2024,iPhone13,2,599,24,19.77,245.35,gd,735,9693,Self Employed,1564,0.163,0.9,1,0,Southeast,0
APP-00293,11/30/2024,MAC Book Air,2,1299,24,64.3,532.07,Poor,349,514,unemployed,,,,3,1,NORTHEAST,1
APP-01074,6/10/2024,SAMSUNG S23,1,849,24,22.92,434.69,excellent,751,2185,part_time,523,0.25,0.33,5,0,Midwest,0
APP-00591,5/7/2024,dell xps 13,3,1199,24 months,32.37,392.89,exc,756,2443,Part Time,634,0.273,0.15,3,0,Midwest,0
APP-01650,7/11/2024,Samsung Galaxy S22,2,649,24 months,21.42,265.83,GOOD,749,7775,full_time,3039,0.394,0.22,4,0,North East,0
APP-00266,12/26/2024,MAC Book Air,2,1299,36,28.58,425.66,Good,733,8119,self_employed,,,0.5,5,0,,0
APP-00288,11/30/2024,SAMSUNG S23,1,849,24,28.02,434.69,Good,719,7562,fulltime,1323,0.179,0.4,5,0,,0
APP-01487,7/4/2024,iPhone13,2,-999,12,32.35,306.69,exc,778,2572,parttime,655,0.267,0.25,4,0,NORTHEAST,0
APP-01081,6/26/2024,IPAD PRO,,1099,24,36.27,562.69,gd,686,3237,FULL_TIME,1012,0.324,0.59,5,0,southeast,0
APP-01939,10/2/2024,macbook air,2,1299,24,42.87,532.07,good,670,8475,SELF_EMPLOYED,2711,0.325,0.89,0,0,West,0
APP-01264,4/29/2024,MS Surface Pro,2,,24,64.76,654.95,fair,580,2506,PART_TIME,447,0.204,0.88,3,0,NORTHEAST,0
APP-01613,6/26/2024,Dell XPS-13,3,1199,24,32.37,392.89,EXCELLENT,764,4024,full_time,1431,0.364,0.33,0,0,Midwest,0
APP-01324,8/17/2024,DELL XPS13,3,1199,12 months,64.75,491.11,Excellent,796,1770,part_time,95,0.09,0.06,0,0,West,0
APP-01059,7/9/2024,Galaxy S22,2,649,12,64.25,332.29,poor,522,144,unemployed,47,N/A,0.93,2,0,MW,0
APP-00352,1/20/2024,iphone 14,1,799,24,32.36,409.09,FAIR,662,7122,Self Employed,2343,0.334,0.88,3,1,,0
APP-00257,12/10/2025,Samsung Galaxy S22,2,649,12 months,42.83,332.29,Good,747,912,STUDENT,246,0.317,0.41,4,0,mid west,0
APP-00892,10/4/2024,Samsung Galaxy S23,1,849,24,42.03,434.69,poor,389,619,Unemployed,145,0.302,0.68,2,3,Northeast,1
APP-01832,9/21/2024,IPHONE 14,1,799,36 months,21.57,327.27,fair,591,5916,self_employed,320,0.058,0.4,1,1,Southeast,1
APP-00292,9/4/2024,Apple iPhone 14,1,99999,12,64.72,511.36,Fair,614,28,Unemployed,2,2.383,0.59,1,1,West,1
APP-00013,7/13/2024,Galaxy S22,2,649,36,17.52,,average,580,2766,PART_TIME,676,0.251,0.16,2,1,Northeast,0
APP-01915,2/4/2024,dell xps 13,3,1199,36,32.37,314.31,average,643,1266,parttime,488,0.411,0.13,5,1,MIDWEST,0
APP-01039,4/3/2024,samsung galaxy s23,1,849,24,22.92,434.69,exc,833,6950,full_time,146,0.024,0.26,5,0,MIDWEST,0
APP-00430,4/6/2024,iPhone 14,1,799,36 months,21.57,327.27,Fair,609,8852,SELF_EMPLOYED,2246,0.256,0.79,5,1,MIDWEST,0
APP-00207,1/19/2024,Surface Pro,,1599,24,52.77,654.95,Good,708,9757,Full Time,1175,0.126,0.59,,0,Southwest,0
APP-01871,4/4/2024,Surface Pro,2,1599,12,158.3,818.69,POOR,561,9615,FULL_TIME,1854,0.209,0.7,0,0,north east,0
APP-00897,3/9/2024,Samsung Galaxy S22,2,649,36 months,21.42,212.66,poor,380,3300,full_time,,,0.77,1,1,Midwest,1
APP-00241,10/16/2024,Samsung Galaxy S23,1,849,24 months,28.02,434.69,GOOD,747,3939,Full Time,1145,0.298,0.23,0,0,midwest,0
APP-00424,11/7/2024,iphone 13,2,599,12,32.35,306.69,excellent,776,2660,SELF_EMPLOYED,753,0.295,,4,0,MIDWEST,0
APP-00814,7/29/2024,iphone 14,1,799,24 months,32.36,409.09,average,,2189,Part Time,351,0.175,0.77,2,1,north east,1
APP-01120,2/27/2024,DELL XPS13,3,1199,12,97.12,491.11,FAIR,664,255,Unemployed,74,0.671,0.34,,0,SOUTHEAST,0
APP-00530,2/6/2024,Samsung Galaxy S22,2,649,24,32.13,265.83,POOR,559,8575,FULL_TIME,1284,0.153,0.6,5,1,Midwest,1
APP-01090,12/17/2024,Macbook Air,2,1299,24,35.07,532.07,EXCELLENT,822,10086,fulltime,2734,0.275,0.33,5,0,SE,0
APP-01484,9/29/2024,Dell XPS-13,3,1199,24,48.56,392.89,fair,605,9906,self_employed,1982,0.205,0.23,5,0,Northeast,0
APP-00639,2/21/2024,MS Surface Pro,2,1599,24,52.77,654.95,gd,699,512,Unemployed,128,0.353,0.53,,0,west,0
APP-00309,3/2/2024,DELL XPS13,3,1199,36 months,26.38,314.31,good,694,956,unemployed,26,0.055,0.15,2,0,NORTHEAST,0
APP-00331,7/21/2024,dell xps 13,3,1199,36 months,39.57,314.31,poor,99999,434,Unemployed,145,0.425,0.74,0,1,northeast,1
APP-00940,6/25/2024,Galaxy S22,2,649,12 months,35.05,332.29,exc,787,6918,full_time,,,0.34,0,0,Southwest,0
APP-00406,5/1/2024,macbook air,2,1299,12,70.15,665.09,excellent,837,833,unemployed,290,0.432,0.22,3,0,Southwest,0
APP-01370,11/18/2024,iPhone 13,2,599,12,48.52,306.69,average,630,59,UNEMPLOYED,2,0.856,0.89,2,0,Southwest,0
APP-01414,5/13/2024,iphone 14,1,0,12,64.72,511.36,fair,650,369,unemployed,129,0.525,0.93,2,1,Southeast,1
APP-01511,7/18/2024,iphone 13,2,599,12,48.52,306.69,Fair,590,365,UNEMPLOYED,103,0.415,0.89,2,0,West,0
APP-01551,6/13/2024,dell xps 13,3,1199,36,21.58,314.31,EXCELLENT,850,55,Unemployed,10,0.574,0.17,3,0,northeast,1
APP-01830,11/3/2024,iPhone13,2,599,36,16.17,196.28,fair,666,531,Student,119,0.255,0.88,5,1,Midwest,1
APP-01037,4/30/2024,Dell XPS-13,3,1199,24 months,59.35,392.89,low,352,930,unemployed,97,0.168,0.56,2,1,MIDWEST,1
APP-01878,3/24/2024,Apple iPhone 14,1,799,24 months,39.55,,poor,376,3619,fulltime,321,0.1,0.6,0,0,West,1
APP-01768,6/2/2024,IPHONE 14,1,799,36,26.37,,Poor,375,1400,Student,35,0.044,0.6,2,1,SOUTHEAST,1
APP-00804,10/2/2024,samsung galaxy s23,1,849,36,28.02,347.75,poor,313,4188,SELF_EMPLOYED,1183,0.289,0.62,5,3,northeast,0
APP-01849,4/30/2024,iphone 13,2,599,12,48.52,306.69,fair,593,2999,part_time,1029,0.359,0.64,3,1,west,0
APP-00019,11/29/2024,iphone 13,2,599,12,39.53,306.69,GOOD,746,5509,SELF_EMPLOYED,282,0.058,0.81,2,0,MIDWEST,0
APP-01999,7/3/2024,samsung galaxy s23,1,849,12,56.03,543.36,GOOD,683,825,unemployed,101,0.19,0.81,4,0,West,0
APP-01451,3/6/2024,Galaxy S22,2,649,24 months,26.28,265.83,average,99999,843,Student,206,0.276,0.51,0,1,west,1
APP-01479,12/2/2024,Dell XPS 13,3,1199,36,26.38,314.31,gd,692,1395,student,217,0.174,0.73,2,0,southwest,0
APP-01790,10/20/2024,dell xps 13,3,1199,24,48.56,392.89,fair,659,8206,Self Employed,2426,0.302,0.63,3,0,,0
APP-01964,7/29/2024,MacBook Air,2,1299,12 months,128.6,665.09,bad,304,9737,Full Time,1374,0.154,0.8,5,2,west,1
APP-01655,11/13/2024,iphone 14,1,99999,36,21.57,327.27,average,598,1044,PART_TIME,194,0.206,0.1,0,0,West,0
APP-01041,8/21/2024,dell xps 13,3,1199,12 months,79.13,491.11,Good,99999,3112,FULL_TIME,6,0.027,0.7,2,0,MIDWEST,0
APP-00526,3/18/2024,Apple iPad Pro,1,1099,12,72.53,703.36,gd,715,1099,student,309,0.347,0.3,1,0,Southeast,1
APP-00624,1/6/2024,Samsung Galaxy S22,2,649,36,11.68,212.66,excellent,769,1620,part_time,32,0.027,0.32,4,0,mid west,0
APP-01389,9/23/2024,MS Surface Pro,2,1599,36 months,43.17,523.96,Fair,660,550,Unemployed,113,0.284,0.56,0,0,MIDWEST,0
APP-01252,9/2/2024,microsoft surface pro,2,1599,12,105.53,818.69,Good,714,9997,FULL_TIME,2171,0.228,,0,0,Southeast,0
APP-01591,12/5/2024,ipad pro,1,1099,12,72.53,703.36,good,719,672,Student,129,0.3,0.6,2,0,Southeast,0
APP-00926,6/29/2024,Apple iPad Pro,1,1099,24,29.67,562.69,Excellent,763,2226,parttime,54,0.038,0.29,3,0,northeast,0
APP-01660,8/6/2024,Samsung Galaxy S23,1,849,36,18.68,347.75,Good,710,369,Unemployed,30,0.132,0.87,4,0,Northeast,0
APP-01270,7/8/2024,microsoft surface pro,2,1599,36,43.17,523.96,average,606,184,Unemployed,3,0.251,0.5,2,1,northeast,1
APP-01356,2/1/2024,dell xps 13,3,1199,36,21.58,314.31,EXCELLENT,848,1172,student,0,0.018,0.14,2,0,southeast,0
APP-00310,1/7/2024,iPhone 13,2,599,24 months,19.77,245.35,gd,732,688,student,151,0.248,0.8,1,0,WEST,0
APP-01343,6/12/2024,Dell XPS-13,3,1199,24 months,59.35,392.89,bad,470,6121,fulltime,739,0.13,0.76,4,2,West,1
APP-01101,6/1/2024,MS Surface Pro,2,1599,36,28.78,523.96,exc,756,6642,Self Employed,2089,0.319,0.08,2,0,Southwest,0
APP-01195,10/15/2024,Apple iPad Pro,1,1099,24,44.51,562.69,average,588,4776,self_employed,977,0.214,0.44,2,0,West,0
APP-00698,4/18/2024,Samsung Galaxy S23,1,849,24,42.03,434.69,bad,395,1916,Part Time,346,0.203,0.62,0,2,northeast,1
APP-01793,2/9/2024,Dell XPS 13,3,1199,24,59.35,392.89,Poor,506,6460,self_employed,823,0.137,0.94,4,,NE,0
APP-01663,10/4/2024,Surface Pro,,1599,12,105.53,818.69,Good,697,1427,student,569,0.473,0.72,2,0,Northeast,0
APP-00524,8/30/2024,iPhone 14,1,799,24,21.57,409.09,exc,783,8833,fulltime,3020,0.344,0.2,1,,West,0
APP-01905,6/7/2024,SAMSUNG S23,1,849,24,28.02,434.69,GOOD,747,1923,STUDENT,336,0.189,0.29,5,0,Midwest,0
APP-00956,1/6/2024,MS Surface Pro,2,1599,24 months,64.76,654.95,fair,604,1761,part_time,183,0.141,0.25,2,1,Midwest,0
APP-01508,4/7/2024,iPhone13,2,599,36,16.17,196.28,fair,587,722,UNEMPLOYED,264,0.388,0.52,0,1,Northeast,0
APP-01532,10/15/2024,SAMSUNG S23,1,849,36 months,22.92,347.75,fair,625,6568,self_employed,1199,0.186,0.77,1,1,south east,0
APP-01929,10/29/2024,Galaxy S23,1,849,36 months,28.02,347.75,bad,416,94,UNEMPLOYED,28,0.596,0.77,5,1,W,1
APP-00774,10/8/2024,Galaxy S22,2,649,36 months,21.42,212.66,bad,578,830,STUDENT,205,0.273,0.72,5,0,midwest,0
APP-01610,1/11/2024,Samsung Galaxy S22,2,649,0,26.28,265.83,average,585,3905,Self Employed,1284,0.336,0.52,0,0,west,0
APP-01892,8/28/2024,IPAD PRO,1,1099,24,36.27,562.69,GOOD,675,3418,Part Time,1364,0.41,,3,0,WEST,0
APP-01896,9/16/2024,MacBook Air,2,1299,999,23.38,425.66,Excellent,764,2981,SELF_EMPLOYED,910,0.313,0.24,3,0,Southeast,0
APP-00564,9/30/2025,Microsoft Surface Pro,2,1599,24,43.17,654.95,Excellent,839,370,Unemployed,77,0.325,,3,0,NORTHEAST,0
APP-01785,4/28/2024,Apple iPhone 14,1,799,36,17.58,327.27,GOOD,710,1690,Student,618,0.376,0.49,3,0,northeast,0
APP-00408,9/21/2024,Galaxy S22,,649,12,42.83,332.29,Good,742,1336,STUDENT,314,0.267,0.15,4,0,SOUTHWEST,0
APP-00675,7/30/2024,ipad pro,1,1099,36,24.18,450.15,GOOD,737,9544,SELF_EMPLOYED,581,0.063,,0,0,west,0
APP-01636,4/4/2024,Samsung Galaxy S22,2,649,36,17.52,212.66,FAIR,627,6151,full_time,2272,0.372,0.48,3,0,WEST,1
APP-00101,8/2/2024,iPad Pro,1,1099,24 months,29.67,562.69,Excellent,797,10204,FULL_TIME,926,0.094,0.26,4,0,West,0
APP-00067,10/27/2024,samsung galaxy s23,1,849,24,42.03,434.69,low,0,1022,student,331,0.365,0.76,5,0,west,0
APP-00208,6/9/2024,iphone 14,1,799,24,39.55,409.09,poor,342,8954,fulltime,369,0.046,0.64,4,0,WEST,0
APP-01526,3/30/2024,ipad pro,1,1099,36 months,36.27,450.15,bad,452,6113,SELF_EMPLOYED,1247,0.21,0.93,1,3,SOUTHWEST,0
APP-01761,9/14/2024,Surface Pro,2,1599,24 months,52.77,654.95,GOOD,687,1365,parttime,530,0.427,0.1,3,0,midwest,0
APP-00819,4/15/2024,Samsung Galaxy S23,1,849,36,15.28,347.75,EXCELLENT,793,310,UNEMPLOYED,86,0.327,0.35,4,0,SOUTHEAST,0
APP-00925,12/25/2024,SAMSUNG S23,1,849,24,42.03,434.69,poor,406,27,UNEMPLOYED,4,1.705,0.74,0,2,MIDWEST,1
APP-01935,4/23/2025,IPHONE 14,1,799,36 months,14.38,327.27,exc,772,887,UNEMPLOYED,16,0.034,0.28,5,0,Southeast,0
APP-01442,10/3/2024,MS Surface Pro,2,1599,12,158.3,818.69,low,484,6131,SELF_EMPLOYED,1551,0.279,0.95,0,1,SOUTHWEST,1
APP-00314,1/7/2024,Apple iPhone 14,1,799,12,64.72,511.36,fair,642,6740,FULL_TIME,685,0.111,0.14,5,1,midwest,0
APP-00570,4/9/2024,Samsung Galaxy S23,1,849,36,28.02,347.75,POOR,436,1816,student,663,0.381,0.71,3,1,midwest,1
APP-00054,7/15/2024,ipad pro,1,1099,24,54.4,562.69,poor,380,3484,PART_TIME,653,0.203,0.6,3,0,West,0
APP-00975,7/11/2024,Surface Pro,2,1599,36,52.77,523.96,POOR,397,1738,Student,614,0.384,0.93,5,3,SW,1
APP-00611,9/1/2024,MS Surface Pro,2,1599,24,52.77,654.95,GOOD,741,5974,FULL_TIME,1252,0.218,0.24,,0,west,0
APP-01042,12/26/2024,MAC Book Air,2,1299,24 months,35.07,532.07,EXCELLENT,844,3386,PART_TIME,206,0.071,0.06,2,0,Southeast,0
APP-01564,12/20/2024,Samsung Galaxy S23,1,849,36,18.68,347.75,GOOD,718,3941,self_employed,21,,0.75,3,0,MIDWEST,0
APP-00095,2/21/2024,DELL XPS13,3,1199,36 months,26.38,314.31,good,718,1658,Student,397,N/A,0.25,0,0,SOUTHWEST,0
APP-01851,2/11/2024,Dell XPS 13,3,99999,24,,392.89,fair,,4229,SELF_EMPLOYED,642,0.163,0.86,3,1,Southeast,0
APP-00012,5/15/2024,Samsung Galaxy S22,2,649,12,42.83,332.29,GOOD,709,2344,parttime,71,0.049,0.63,4,0,SOUTHEAST,0
APP-00201,12/31/2024,Macbook Air,2,1299,24,42.87,532.07,gd,683,5348,full_time,416,0.086,0.2,1,0,Midwest,0
APP-01895,8/28/2024,iPhone14,1,799,12,64.72,511.36,FAIR,658,381,UNEMPLOYED,27,0.241,0.48,2,1,WEST,1
APP-00197,6/8/2024,ipad pro,1,1099,12,89.02,703.36,FAIR,598,5375,Self Employed,667,0.141,0.25,0,0,Northeast,0
APP-01365,2/15/2024,microsoft surface pro,2,1599,24,64.76,654.95,FAIR,637,824,Unemployed,45,0.133,0.18,1,1,northeast,0
APP-00191,12/28/2024,MacBook Air,2,1299,24,52.61,532.07,average,638,8465,self_employed,1983,0.24,0.81,1,1,SOUTHEAST,0
APP-01292,10/22/2024,Galaxy S22,2,649,24 months,32.13,265.83,low,453,689,UNEMPLOYED,259,0.423,0.78,5,3,Southeast,1
APP-01974,10/6/2024,MacBook Air,2,1299,36,35.07,425.66,FAIR,609,2855,PART_TIME,421,0.16,0.48,5,1,West,0
APP-01766,6/2/2024,Samsung Galaxy S22,2,649,36,21.42,212.66,POOR,422,89,unemployed,0,0.241,0.65,5,1,north east,1
APP-01857,9/7/2024,iPhone14,1,799,12,,,average,637,7223,Self Employed,1705,0.245,0.22,1,0,West,0
APP-00420,2/1/2024,iPad Pro,1,1099,12 months,59.35,703.36,exc,849,5880,self_employed,12,0.012,0.09,2,0,Northeast,0
APP-01130,7/22/2024,Galaxy S22,2,649,24 months,17.52,265.83,Excellent,840,1175,STUDENT,425,0.377,0.29,2,0,Midwest,0
APP-00301,7/19/2024,Dell XPS-13,3,1199,24 months,32.37,392.89,Excellent,814,8868,Self Employed,1698,,0.06,4,0,Northeast,0
APP-00995,12/28/2024,Surface Pro,2,1599,24,79.15,,Poor,449,1916,Student,403,0.252,0.89,4,3,SOUTHWEST,0
APP-00043,10/3/2024,dell xps 13,3,1199,24 months,39.57,392.89,GOOD,741,661,unemployed,260,0.453,0.21,3,0,Southeast,0
