application_id,application_date,device_type,device_age_years,device_msrp,lease_term_months,monthly_payment,residual_value,credit_tier,credit_score,monthly_income,employment_type,existing_monthly_debt,dti_ratio,credit_utilization,prior_leases_completed,prior_defaults,region,defaulted
APP-01080,2024-07-19,Macbook Air,2,1299,36,28.58,425.66,Good,0,2496,part_time,,,0.37,2,0,NORTHEAST,0
APP-01205,2024-12-09,Samsung Galaxy S22,2,649,12 months,64.25,332.29,bad,371,99,UNEMPLOYED,33,0.982,0.86,5,1,Midwest,1
APP-01833,2024-07-16,Galaxy S23,1,849,12 months,56.03,543.36,GOOD,744,7874,self_employed,1769,0.232,0.82,1,0,midwest,0
APP-00963,2024-02-03,iPhone 13,2,599,24,,,Excellent,844,1898,student,171,0.099,0.11,5,0,SOUTHWEST,0
APP-01683,2024-10-24,IPAD PRO,1,1099,12,59.35,703.36,EXCELLENT,762,,Part Time,,,0.32,2,0,SW,0
APP-00011,2024-12-08,Galaxy S23,1,849,24,42.03,434.69,poor,457,1421,Part Time,416,0.322,0.64,0,1,south east,0
APP-01575,2024-04-15,IPAD PRO,1,1099,12,72.53,703.36,good,724,8932,SELF_EMPLOYED,2646,0.304,0.14,4,0,Southwest,0
APP-00957,2024-09-09,IPHONE 14,1,799,24,39.55,409.09,POOR,344,2904,PART_TIME,980,0.351,0.63,2,0,MIDWEST,1
APP-00439,2024-07-10,IPAD PRO,1,1099,36 months,36.27,450.15,low,371,6446,SELF_EMPLOYED,837,0.135,0.84,5,1,NE,1
APP-00397,2024-07-25,Dell XPS-13,3,1199,12 months,79.13,491.11,good,748,11679,full_time,1320,0.12,0.59,,0,Southeast,0
APP-00265,2024-07-05,DELL XPS13,3,1199,24,39.57,392.89,GOOD,,6851,SELF_EMPLOYED,475,0.075,0.33,2,0,Midwest,0
APP-01315,2024-08-13,microsoft surface pro,2,1599,36 months,52.77,523.96,bad,562,569,unemployed,8,0.107,0.66,5,0,midwest,1
APP-01657,2024-01-01,MacBook Air,2,1299,36,23.38,,EXCELLENT,845,0,Student,,,0.14,3,,northeast,0
APP-00442,2024-05-19,DELL XPS13,3,1199,12,79.13,,gd,748,2025,self_employed,315,0.195,0.81,0,0,Midwest,0
APP-00100,2024-03-28,macbook air,2,1299,36,28.58,425.66,gd,740,3945,Self Employed,804,0.211,0.19,2,0,Northeast,0
APP-00711,2024-11-24,Samsung Galaxy S22,2,649,36,14.28,212.66,good,716,169,Unemployed,61,0.445,0.14,0,0,NE,0
APP-01528,2024-11-21,Samsung Galaxy S22,2,649,24,26.28,265.83,Fair,607,3145,Part Time,850,0.279,0.65,1,0,WEST,0
APP-00028,2024-07-13,iPhone 14,1,799,24,26.37,409.09,GOOD,682,1979,student,670,0.352,0.75,3,0,south east,0
APP-01870,2024-10-26,MacBook Air,2,1299,12,70.15,665.09,Excellent,752,7363,self_employed,1917,0.27,0.31,5,0,Midwest,0
APP-01651,2024-09-03,Samsung Galaxy S23,1,849,24,,434.69,bad,,2855,parttime,1028,0.375,0.69,5,2,Southeast,0
APP-00704,2024-10-21,Galaxy S23,1,849,36,18.68,347.75,gd,737,11956,FULL_TIME,2376,0.2,0.4,5,0,midwest,0
APP-00202,2024-04-13,Dell XPS-13,3,1199,12,118.7,491.11,Poor,-999,1786,student,30,0.083,0.82,2,3,West,1
APP-01165,2024-08-12,Dell XPS-13,3,1199,24,39.57,392.89,good,722,1666,student,24,0.038,0.54,3,0,Northeast,0
APP-01127,2024-01-05,iPhone14,1,799,12,64.72,,Fair,629,1049,Part Time,178,0.231,0.71,5,1,West,0
APP-00942,2024-06-01,iPad Pro,1,1099,36,36.27,450.15,bad,425,2889,Part Time,1009,0.362,,0,3,NORTHEAST,1
APP-00519,2024-12-09,iPhone14,1,799,24,32.36,409.09,FAIR,642,N/A,part_time,,,0.82,3,1,West,0
APP-01721,2024-09-03,IPAD PRO,1,1099,12,89.02,703.36,average,-999,28,Unemployed,1,3.215,,0,1,Southwest,1
APP-00543,2024-12-15,iPhone 14,1,799,24,32.36,409.09,Fair,635,386,unemployed,145,0.459,0.4,4,0,Southwest,0
APP-00623,2024-02-21,IPAD PRO,1,1099,24,29.67,562.69,Excellent,846,5474,fulltime,1047,0.197,0.1,2,0,SOUTHEAST,0
APP-00238,2024-01-13,microsoft surface pro,2,1599,36,52.77,523.96,low,322,1419,STUDENT,401,0.32,0.56,1,3,West,0
APP-00316,2024-02-03,IPAD PRO,1,1099,36 months,29.67,450.15,fair,654,10455,fulltime,2842,0.275,0.5,4,1,northeast,1
APP-00548,2024-06-16,iphone 13,2,599,36,16.17,196.28,average,590,1218,parttime,69,-999,0.78,3,,southwest,0
APP-00029,2024-10-25,ipad pro,1,1099,36,,450.15,gd,682,2376,self_employed,57,0.034,0.18,1,0,MIDWEST,0
APP-01455,2024-06-20,Samsung Galaxy S23,1,849,24,42.03,434.69,Poor,451,1560,Student,383,0.272,0.95,4,0,Southeast,0
APP-01817,2024-12-19,iPhone 14,1,799,-1,39.55,409.09,bad,453,141,Unemployed,56,0.678,0.6,1,3,midwest,1
APP-01012,2024-01-27,Dell XPS 13,3,1199,36,21.58,314.31,EXCELLENT,848,981,unemployed,338,0.367,0.28,5,0,Midwest,0
APP-01058,2024-02-21,Apple iPhone 14,1,0,36,14.38,327.27,excellent,799,2219,parttime,128,0.064,0.16,1,0,Southeast,1
APP-00262,2024-12-04,macbook air,2,1299,24,,532.07,FAIR,665,8604,Self Employed,1871,0.224,0.8,4,0,Southwest,0
APP-01998,2024-10-31,MacBook Air,2,1299,24,42.87,532.07,Good,676,729,Unemployed,160,0.278,0.73,3,0,West,0
APP-01862,2024-06-08,iphone 14,1,799,24,21.57,409.09,excellent,771,10360,Full Time,230,0.024,0.16,3,0,WEST,0
APP-01658,2024-02-08,Dell XPS 13,3,1199,36,39.57,314.31,bad,559,1264,PART_TIME,175,0.17,0.92,2,0,SOUTHEAST,1
APP-01877,2024-12-24,dell xps 13,3,1199,36,32.37,314.31,average,615,7369,Self Employed,2239,0.308,0.2,,1,Midwest,0
APP-01197,2024-08-31,MAC Book Air,2,1299,36,28.58,425.66,gd,710,1531,student,122,0.098,0.52,2,0,SOUTHWEST,0
APP-01992,2024-02-29,ipad pro,,1099,24,36.27,562.69,Good,672,6602,self_employed,589,0.095,0.61,0,0,,0
APP-00816,2024-01-02,microsoft surface pro,2,1599,36,28.78,,exc,843,801,STUDENT,8,0.046,0.15,4,0,NORTHEAST,0
APP-00026,2024-09-04,MS Surface Pro,2,1599,36,52.77,523.96,Poor,436,1492,STUDENT,245,0.2,0.71,0,0,southeast,1
APP-01153,2024-10-26,Galaxy S22,2,649,12,35.05,,Excellent,796,833,Unemployed,122,0.189,0.06,5,0,southeast,0
APP-01619,2024-10-20,MAC Book Air,2,1299,24 months,35.07,532.07,exc,770,556,unemployed,204,0.43,0.21,4,0,Midwest,0
APP-01124,2024-07-08,Dell XPS-13,3,1199,24,32.37,392.89,EXCELLENT,845,7548,Self Employed,1725,0.233,0.34,5,0,west,0
APP-00681,2024-11-02,Samsung Galaxy S22,2,-999,36,14.28,,gd,721,1751,Student,,,0.28,2,0,NORTHEAST,0
APP-01894,2024-09-21,MS Surface Pro,2,1599,36 months,35.18,523.96,good,739,7190,full_time,,,0.23,0,0,SOUTHWEST,0
APP-01345,2024-07-23,Apple iPhone 14,1,799,24,21.57,409.09,Excellent,793,134,Unemployed,3,0.183,0.18,5,0,west,0
APP-01852,2024-02-26,Galaxy S23,1,849,12,68.77,543.36,fair,592,3425,part_time,523,0,0.32,4,0,Southwest,0
APP-01489,2024-08-08,iphone 13,2,599,36 months,10.78,196.28,Excellent,750,10975,Full Time,,,0.23,3,0,Midwest,0
APP-00391,2024-12-29,Microsoft Surface Pro,2,1599,24 months,52.77,654.95,Good,745,1742,STUDENT,384,0.251,,5,0,northeast,0
APP-00287,2024-02-23,iphone 13,2,599,12 months,59.3,306.69,poor,414,121,Unemployed,5,0.531,0.76,5,3,,1
APP-00556,2024-04-04,Macbook Air,2,1299,24,42.87,532.07,good,720,0,PART_TIME,,,0.12,2,0,West,0
APP-01897,2024-10-22,macbook air,2,1299,12,105.22,665.09,Fair,656,8979,Full Time,3249,0.374,0.78,0,1,MIDWEST,0
APP-00247,2024-10-22,iPhone 14,1,799,12,79.1,511.36,Poor,503,1957,parttime,565,0.329,0.87,5,1,Southwest,1
APP-00035,2024-02-11,dell xps 13,3,1199,24,32.37,392.89,exc,807,953,STUDENT,22,0.057,0.14,3,,Midwest,0
APP-01543,2024-07-08,iPhone13,2,599,12,59.3,306.69,Poor,339,1666,Student,245,0.183,0.75,2,1,North East,0
APP-00610,2024-01-20,iPad Pro,1,1099,36 months,19.78,450.15,excellent,795,204,Unemployed,77,0.474,0.21,1,0,NORTHEAST,0
APP-00844,2024-02-26,iPhone13,2,599,24,19.77,245.35,gd,735,9693,Self Employed,1564,0.163,0.9,1,0,Southeast,0
APP-00293,2024-11-30,MAC Book Air,2,1299,24,64.3,532.07,Poor,349,514,unemployed,,,,3,1,NORTHEAST,1
APP-01074,2024-06-10,SAMSUNG S23,1,849,24,22.92,434.69,excellent,751,2185,part_time,523,0.25,0.33,5,0,Midwest,0
APP-00591,2024-05-07,dell xps 13,3,1199,24 months,32.37,392.89,exc,756,2443,Part Time,634,0.273,0.15,3,0,Midwest,0
APP-01650,2024-07-11,Samsung Galaxy S22,2,649,24 months,21.42,265.83,GOOD,749,7775,full_time,3039,0.394,0.22,4,0,North East,0
APP-00266,2024-12-26,MAC Book Air,2,1299,36,28.58,425.66,Good,733,8119,self_employed,,,0.5,5,0,,0
APP-00288,2024-11-30,SAMSUNG S23,1,849,24,28.02,434.69,Good,719,7562,fulltime,1323,0.179,0.4,5,0,,0
APP-01487,2024-07-04,iPhone13,2,-999,12,32.35,306.69,exc,778,2572,parttime,655,0.267,0.25,4,0,NORTHEAST,0
APP-01081,2024-06-26,IPAD PRO,,1099,24,36.27,562.69,gd,686,3237,FULL_TIME,1012,0.324,0.59,5,0,southeast,0
APP-01939,2024-10-02,macbook air,2,1299,24,42.87,532.07,good,670,8475,SELF_EMPLOYED,2711,0.325,0.89,0,0,West,0
APP-01264,2024-04-29,MS Surface Pro,2,,24,64.76,654.95,fair,580,2506,PART_TIME,447,0.204,0.88,3,0,NORTHEAST,0
APP-01613,2024-06-26,Dell XPS-13,3,1199,24,32.37,392.89,EXCELLENT,764,4024,full_time,1431,0.364,0.33,0,0,Midwest,0
APP-01324,2024-08-17,DELL XPS13,3,1199,12 months,64.75,491.11,Excellent,796,1770,part_time,95,0.09,0.06,0,0,West,0
APP-01059,2024-07-09,Galaxy S22,2,649,12,64.25,332.29,poor,522,144,unemployed,47,N/A,0.93,2,0,MW,0
APP-00352,2024-01-20,iphone 14,1,799,24,32.36,409.09,FAIR,662,7122,Self Employed,2343,0.334,0.88,3,1,,0
APP-00257,2025-12-10,Samsung Galaxy S22,2,649,12 months,42.83,332.29,Good,747,912,STUDENT,246,0.317,0.41,4,0,mid west,0
APP-00892,2024-10-04,Samsung Galaxy S23,1,849,24,42.03,434.69,poor,389,619,Unemployed,145,0.302,0.68,2,3,Northeast,1
APP-01832,2024-09-21,IPHONE 14,1,799,36 months,21.57,327.27,fair,591,5916,self_employed,320,0.058,0.4,1,1,Southeast,1
APP-00292,2024-09-04,Apple iPhone 14,1,99999,12,64.72,511.36,Fair,614,28,Unemployed,2,2.383,0.59,1,1,West,1
APP-00013,2024-07-13,Galaxy S22,2,649,36,17.52,,average,580,2766,PART_TIME,676,0.251,0.16,2,1,Northeast,0
APP-01915,2024-02-04,dell xps 13,3,1199,36,32.37,314.31,average,643,1266,parttime,488,0.411,0.13,5,1,MIDWEST,0
APP-01039,2024-04-03,samsung galaxy s23,1,849,24,22.92,434.69,exc,833,6950,full_time,146,0.024,0.26,5,0,MIDWEST,0
APP-00430,2024-04-06,iPhone 14,1,799,36 months,21.57,327.27,Fair,609,8852,SELF_EMPLOYED,2246,0.256,0.79,5,1,MIDWEST,0
APP-00207,2024-01-19,Surface Pro,,1599,24,52.77,654.95,Good,708,9757,Full Time,1175,0.126,0.59,,0,Southwest,0
APP-01871,2024-04-04,Surface Pro,2,1599,12,158.3,818.69,POOR,561,9615,FULL_TIME,1854,0.209,0.7,0,0,north east,0
APP-00897,2024-03-09,Samsung Galaxy S22,2,649,36 months,21.42,212.66,poor,380,3300,full_time,,,0.77,1,1,Midwest,1
APP-00241,2024-10-16,Samsung Galaxy S23,1,849,24 months,28.02,434.69,GOOD,747,3939,Full Time,1145,0.298,0.23,0,0,midwest,0
APP-00424,2024-11-07,iphone 13,2,599,12,32.35,306.69,excellent,776,2660,SELF_EMPLOYED,753,0.295,,4,0,MIDWEST,0
APP-00814,2024-07-29,iphone 14,1,799,24 months,32.36,409.09,average,,2189,Part Time,351,0.175,0.77,2,1,north east,1
APP-01120,2024-02-27,DELL XPS13,3,1199,12,97.12,491.11,FAIR,664,255,Unemployed,74,0.671,0.34,,0,SOUTHEAST,0
APP-00530,2024-02-06,Samsung Galaxy S22,2,649,24,32.13,265.83,POOR,559,8575,FULL_TIME,1284,0.153,0.6,5,1,Midwest,1
APP-01090,2024-12-17,Macbook Air,2,1299,24,35.07,532.07,EXCELLENT,822,10086,fulltime,2734,0.275,0.33,5,0,SE,0
APP-01484,2024-09-29,Dell XPS-13,3,1199,24,48.56,392.89,fair,605,9906,self_employed,1982,0.205,0.23,5,0,Northeast,0
APP-00639,2024-02-21,MS Surface Pro,2,1599,24,52.77,654.95,gd,699,512,Unemployed,128,0.353,0.53,,0,west,0
APP-00309,2024-03-02,DELL XPS13,3,1199,36 months,26.38,314.31,good,694,956,unemployed,26,0.055,0.15,2,0,NORTHEAST,0
APP-00331,2024-07-21,dell xps 13,3,1199,36 months,39.57,314.31,poor,99999,434,Unemployed,145,0.425,0.74,0,1,northeast,1
APP-00940,2024-06-25,Galaxy S22,2,649,12 months,35.05,332.29,exc,787,6918,full_time,,,0.34,0,0,Southwest,0
APP-00406,2024-05-01,macbook air,2,1299,12,70.15,665.09,excellent,837,833,unemployed,290,0.432,0.22,3,0,Southwest,0
APP-01370,2024-11-18,iPhone 13,2,599,12,48.52,306.69,average,630,59,UNEMPLOYED,2,0.856,0.89,2,0,Southwest,0
APP-01414,2024-05-13,iphone 14,1,0,12,64.72,511.36,fair,650,369,unemployed,129,0.525,0.93,2,1,Southeast,1
APP-01511,2024-07-18,iphone 13,2,599,12,48.52,306.69,Fair,590,365,UNEMPLOYED,103,0.415,0.89,2,0,West,0
APP-01551,2024-06-13,dell xps 13,3,1199,36,21.58,314.31,EXCELLENT,850,55,Unemployed,10,0.574,0.17,3,0,northeast,1
APP-01830,2024-11-03,iPhone13,2,599,36,16.17,196.28,fair,666,531,Student,119,0.255,0.88,5,1,Midwest,1
APP-01037,2024-04-30,Dell XPS-13,3,1199,24 months,59.35,392.89,low,352,930,unemployed,97,0.168,0.56,2,1,MIDWEST,1
APP-01878,2024-03-24,Apple iPhone 14,1,799,24 months,39.55,,poor,376,3619,fulltime,321,0.1,0.6,0,0,West,1
APP-01768,2024-06-02,IPHONE 14,1,799,36,26.37,,Poor,375,1400,Student,35,0.044,0.6,2,1,SOUTHEAST,1
APP-00804,2024-10-02,samsung galaxy s23,1,849,36,28.02,347.75,poor,313,4188,SELF_EMPLOYED,1183,0.289,0.62,5,3,northeast,0
APP-01849,2024-04-30,iphone 13,2,599,12,48.52,306.69,fair,593,2999,part_time,1029,0.359,0.64,3,1,west,0
APP-00019,2024-11-29,iphone 13,2,599,12,39.53,306.69,GOOD,746,5509,SELF_EMPLOYED,282,0.058,0.81,2,0,MIDWEST,0
APP-01999,2024-07-03,samsung galaxy s23,1,849,12,56.03,543.36,GOOD,683,825,unemployed,101,0.19,0.81,4,0,West,0
APP-01451,2024-03-06,Galaxy S22,2,649,24 months,26.28,265.83,average,99999,843,Student,206,0.276,0.51,0,1,west,1
APP-01479,2024-12-02,Dell XPS 13,3,1199,36,26.38,314.31,gd,692,1395,student,217,0.174,0.73,2,0,southwest,0
APP-01790,2024-10-20,dell xps 13,3,1199,24,48.56,392.89,fair,659,8206,Self Employed,2426,0.302,0.63,3,0,,0
APP-01964,2024-07-29,MacBook Air,2,1299,12 months,128.6,665.09,bad,304,9737,Full Time,1374,0.154,0.8,5,2,west,1
APP-01655,2024-11-13,iphone 14,1,99999,36,21.57,327.27,average,598,1044,PART_TIME,194,0.206,0.1,0,0,West,0
APP-01041,2024-08-21,dell xps 13,3,1199,12 months,79.13,491.11,Good,99999,3112,FULL_TIME,6,0.027,0.7,2,0,MIDWEST,0
APP-00526,2024-03-18,Apple iPad Pro,1,1099,12,72.53,703.36,gd,715,1099,student,309,0.347,0.3,1,0,Southeast,1
APP-00624,2024-01-06,Samsung Galaxy S22,2,649,36,11.68,212.66,excellent,769,1620,part_time,32,0.027,0.32,4,0,mid west,0
APP-01389,2024-09-23,MS Surface Pro,2,1599,36 months,43.17,523.96,Fair,660,550,Unemployed,113,0.284,0.56,0,0,MIDWEST,0
APP-01252,2024-09-02,microsoft surface pro,2,1599,12,105.53,818.69,Good,714,9997,FULL_TIME,2171,0.228,,0,0,Southeast,0
APP-01591,2024-12-05,ipad pro,1,1099,12,72.53,703.36,good,719,672,Student,129,0.3,0.6,2,0,Southeast,0
APP-00926,2024-06-29,Apple iPad Pro,1,1099,24,29.67,562.69,Excellent,763,2226,parttime,54,0.038,0.29,3,0,northeast,0
APP-01660,2024-08-06,Samsung Galaxy S23,1,849,36,18.68,347.75,Good,710,369,Unemployed,30,0.132,0.87,4,0,Northeast,0
APP-01270,2024-07-08,microsoft surface pro,2,1599,36,43.17,523.96,average,606,184,Unemployed,3,0.251,0.5,2,1,northeast,1
APP-01356,2024-02-01,dell xps 13,3,1199,36,21.58,314.31,EXCELLENT,848,1172,student,0,0.018,0.14,2,0,southeast,0
APP-00310,2024-01-07,iPhone 13,2,599,24 months,19.77,245.35,gd,732,688,student,151,0.248,0.8,1,0,WEST,0
APP-01343,2024-06-12,Dell XPS-13,3,1199,24 months,59.35,392.89,bad,470,6121,fulltime,739,0.13,0.76,4,2,West,1
APP-01101,2024-06-01,MS Surface Pro,2,1599,36,28.78,523.96,exc,756,6642,Self Employed,2089,0.319,0.08,2,0,Southwest,0
APP-01195,2024-10-15,Apple iPad Pro,1,1099,24,44.51,562.69,average,588,4776,self_employed,977,0.214,0.44,2,0,West,0
APP-00698,2024-04-18,Samsung Galaxy S23,1,849,24,42.03,434.69,bad,395,1916,Part Time,346,0.203,0.62,0,2,northeast,1
APP-01793,2024-02-09,Dell XPS 13,3,1199,24,59.35,392.89,Poor,506,6460,self_employed,823,0.137,0.94,4,,NE,0
APP-01663,2024-10-04,Surface Pro,,1599,12,105.53,818.69,Good,697,1427,student,569,0.473,0.72,2,0,Northeast,0
APP-00524,2024-08-30,iPhone 14,1,799,24,21.57,409.09,exc,783,8833,fulltime,3020,0.344,0.2,1,,West,0
APP-01905,2024-06-07,SAMSUNG S23,1,849,24,28.02,434.69,GOOD,747,1923,STUDENT,336,0.189,0.29,5,0,Midwest,0
APP-00956,2024-01-06,MS Surface Pro,2,1599,24 months,64.76,654.95,fair,604,1761,part_time,183,0.141,0.25,2,1,Midwest,0
APP-01508,2024-04-07,iPhone13,2,599,36,16.17,196.28,fair,587,722,UNEMPLOYED,264,0.388,0.52,0,1,Northeast,0
APP-01532,2024-10-15,SAMSUNG S23,1,849,36 months,22.92,347.75,fair,625,6568,self_employed,1199,0.186,0.77,1,1,south east,0
APP-01929,2024-10-29,Galaxy S23,1,849,36 months,28.02,347.75,bad,416,94,UNEMPLOYED,28,0.596,0.77,5,1,W,1
APP-00774,2024-10-08,Galaxy S22,2,649,36 months,21.42,212.66,bad,578,830,STUDENT,205,0.273,0.72,5,0,midwest,0
APP-01610,2024-01-11,Samsung Galaxy S22,2,649,0,26.28,265.83,average,585,3905,Self Employed,1284,0.336,0.52,0,0,west,0
APP-01892,2024-08-28,IPAD PRO,1,1099,24,36.27,562.69,GOOD,675,3418,Part Time,1364,0.41,,3,0,WEST,0
APP-01896,2024-09-16,MacBook Air,2,1299,999,23.38,425.66,Excellent,764,2981,SELF_EMPLOYED,910,0.313,0.24,3,0,Southeast,0
APP-00564,2025-09-30,Microsoft Surface Pro,2,1599,24,43.17,654.95,Excellent,839,370,Unemployed,77,0.325,,3,0,NORTHEAST,0
APP-01785,2024-04-28,Apple iPhone 14,1,799,36,17.58,327.27,GOOD,710,1690,Student,618,0.376,0.49,3,0,northeast,0
APP-00408,2024-09-21,Galaxy S22,,649,12,42.83,332.29,Good,742,1336,STUDENT,314,0.267,0.15,4,0,SOUTHWEST,0
APP-00675,2024-07-30,ipad pro,1,1099,36,24.18,450.15,GOOD,737,9544,SELF_EMPLOYED,581,0.063,,0,0,west,0
APP-01636,2024-04-04,Samsung Galaxy S22,2,649,36,17.52,212.66,FAIR,627,6151,full_time,2272,0.372,0.48,3,0,WEST,1
APP-00101,2024-08-02,iPad Pro,1,1099,24 months,29.67,562.69,Excellent,797,10204,FULL_TIME,926,0.094,0.26,4,0,West,0
APP-00067,2024-10-27,samsung galaxy s23,1,849,24,42.03,434.69,low,0,1022,student,331,0.365,0.76,5,0,west,0
APP-00208,2024-06-09,iphone 14,1,799,24,39.55,409.09,poor,342,8954,fulltime,369,0.046,0.64,4,0,WEST,0
APP-01526,2024-03-30,ipad pro,1,1099,36 months,36.27,450.15,bad,452,6113,SELF_EMPLOYED,1247,0.21,0.93,1,3,SOUTHWEST,0
APP-01761,2024-09-14,Surface Pro,2,1599,24 months,52.77,654.95,GOOD,687,1365,parttime,530,0.427,0.1,3,0,midwest,0
APP-00819,2024-04-15,Samsung Galaxy S23,1,849,36,15.28,347.75,EXCELLENT,793,310,UNEMPLOYED,86,0.327,0.35,4,0,SOUTHEAST,0
APP-00925,2024-12-25,SAMSUNG S23,1,849,24,42.03,434.69,poor,406,27,UNEMPLOYED,4,1.705,0.74,0,2,MIDWEST,1
APP-01935,2025-04-23,IPHONE 14,1,799,36 months,14.38,327.27,exc,772,887,UNEMPLOYED,16,0.034,0.28,5,0,Southeast,0
APP-01442,2024-10-03,MS Surface Pro,2,1599,12,158.3,818.69,low,484,6131,SELF_EMPLOYED,1551,0.279,0.95,0,1,SOUTHWEST,1
APP-00314,2024-01-07,Apple iPhone 14,1,799,12,64.72,511.36,fair,642,6740,FULL_TIME,685,0.111,0.14,5,1,midwest,0
APP-00570,2024-04-09,Samsung Galaxy S23,1,849,36,28.02,347.75,POOR,436,1816,student,663,0.381,0.71,3,1,midwest,1
APP-00054,2024-07-15,ipad pro,1,1099,24,54.4,562.69,poor,380,3484,PART_TIME,653,0.203,0.6,3,0,West,0
APP-00975,2024-07-11,Surface Pro,2,1599,36,52.77,523.96,POOR,397,1738,Student,614,0.384,0.93,5,3,SW,1
APP-00611,2024-09-01,MS Surface Pro,2,1599,24,52.77,654.95,GOOD,741,5974,FULL_TIME,1252,0.218,0.24,,0,west,0
APP-01042,2024-12-26,MAC Book Air,2,1299,24 months,35.07,532.07,EXCELLENT,844,3386,PART_TIME,206,0.071,0.06,2,0,Southeast,0
APP-01564,2024-12-20,Samsung Galaxy S23,1,849,36,18.68,347.75,GOOD,718,3941,self_employed,21,,0.75,3,0,MIDWEST,0
APP-00095,2024-02-21,DELL XPS13,3,1199,36 months,26.38,314.31,good,718,1658,Student,397,N/A,0.25,0,0,SOUTHWEST,0
APP-01851,2024-02-11,Dell XPS 13,3,99999,24,,392.89,fair,,4229,SELF_EMPLOYED,642,0.163,0.86,3,1,Southeast,0
APP-00012,2024-05-15,Samsung Galaxy S22,2,649,12,42.83,332.29,GOOD,709,2344,parttime,71,0.049,0.63,4,0,SOUTHEAST,0
APP-00201,2024-12-31,Macbook Air,2,1299,24,42.87,532.07,gd,683,5348,full_time,416,0.086,0.2,1,0,Midwest,0
APP-01895,2024-08-28,iPhone14,1,799,12,64.72,511.36,FAIR,658,381,UNEMPLOYED,27,0.241,0.48,2,1,WEST,1
APP-00197,2024-06-08,ipad pro,1,1099,12,89.02,703.36,FAIR,598,5375,Self Employed,667,0.141,0.25,0,0,Northeast,0
APP-01365,2024-02-15,microsoft surface pro,2,1599,24,64.76,654.95,FAIR,637,824,Unemployed,45,0.133,0.18,1,1,northeast,0
APP-00191,2024-12-28,MacBook Air,2,1299,24,52.61,532.07,average,638,8465,self_employed,1983,0.24,0.81,1,1,SOUTHEAST,0
APP-01292,2024-10-22,Galaxy S22,2,649,24 months,32.13,265.83,low,453,689,UNEMPLOYED,259,0.423,0.78,5,3,Southeast,1
APP-01974,2024-10-06,MacBook Air,2,1299,36,35.07,425.66,FAIR,609,2855,PART_TIME,421,0.16,0.48,5,1,West,0
APP-01766,2024-06-02,Samsung Galaxy S22,2,649,36,21.42,212.66,POOR,422,89,unemployed,0,0.241,0.65,5,1,north east,1
APP-01857,2024-09-07,iPhone14,1,799,12,,,average,637,7223,Self Employed,1705,0.245,0.22,1,0,West,0
APP-00420,2024-02-01,iPad Pro,1,1099,12 months,59.35,703.36,exc,849,5880,self_employed,12,0.012,0.09,2,0,Northeast,0
APP-01130,2024-07-22,Galaxy S22,2,649,24 months,17.52,265.83,Excellent,840,1175,STUDENT,425,0.377,0.29,2,0,Midwest,0
APP-00301,2024-07-19,Dell XPS-13,3,1199,24 months,32.37,392.89,Excellent,814,8868,Self Employed,1698,,0.06,4,0,Northeast,0
APP-00995,2024-12-28,Surface Pro,2,1599,24,79.15,,Poor,449,1916,Student,403,0.252,0.89,4,3,SOUTHWEST,0
APP-00043,2024-10-03,dell xps 13,3,1199,24 months,39.57,392.89,GOOD,741,661,unemployed,260,0.453,0.21,3,0,Southeast,0
APP-00172,2024-12-22,Samsung Galaxy S22,2,649,36,14.28,212.66,Good,694,3263,Self Employed,257,0.083,0.06,3,0,Midwest,0
APP-00068,2024-01-09,iphone 13,2,599,24,29.65,245.35,low,404,5819,Self Employed,1471,0.258,0.74,2,3,WEST,0
APP-00872,2024-10-10,Dell XPS-13,3,1199,36 months,39.57,314.31,poor,570,358,unemployed,97,0.381,0.85,0,1,Northeast,1
APP-00253,2024-08-07,Galaxy S22,2,649,12 months,35.05,332.29,exc,753,4582,Full Time,1700,0.379,0.2,5,0,north east,0
APP-01670,2024-04-24,macbook air,2,1299,36,35.07,425.66,FAIR,666,2669,Self Employed,618,0.245,,0,0,NORTHEAST,0
APP-01554,2024-12-12,ipad pro,1,1099,36 months,36.27,450.15,low,514,851,Student,141,0.208,0.92,3,3,Southeast,1
APP-00294,2024-06-09,macbook air,2,1299,24,64.3,532.07,POOR,448,1959,student,396,0.235,0.93,0,3,West,1
APP-01017,2024-02-14,macbook air,2,1299,12,70.15,665.09,excellent,804,1445,Part Time,466,0.371,0.19,,0,Northeast,0
APP-01969,2024-09-22,microsoft surface pro,2,1599,24,43.17,654.95,excellent,765,6318,fulltime,1293,0.211,0.29,3,0,MW,0
APP-01448,2024-11-25,microsoft surface pro,2,1599,12,86.35,818.69,EXCELLENT,793,9984,SELF_EMPLOYED,685,0.077,0.09,4,0,Southeast,0
APP-00628,2024-02-15,Dell XPS-13,3,1199,24 months,59.35,392.89,low,574,1881,STUDENT,219,0.148,0.75,4,3,Southwest,1
APP-01792,2024-05-30,Microsoft Surface Pro,2,1599,36,28.78,523.96,exc,832,411,UNEMPLOYED,132,0.391,,,0,NORTHEAST,0
APP-01420,2024-10-02,Galaxy S22,2,649,36,21.42,212.66,bad,318,956,Student,239,0.272,0.59,,2,SOUTHWEST,1
APP-00204,2024-12-02,iPhone14,1,799,12 months,52.73,511.36,GOOD,744,1231,Student,28,0.066,0.63,0,0,west,0
